1	5.734893
2	5.234139
3	5.147999
4	5.110749
5	5.086933
6	5.06067
7	5.041544
8	5.015775
9	5.004791
10	4.995373
11	4.979075
12	4.96578
13	4.970135
14	4.958125
15	4.960304
16	4.947404
17	4.937775
18	4.938892
19	4.944494
20	4.944795
21	4.947556
22	4.952256
23	4.95996
24	4.971343
25	4.970087
26	4.982674
27	4.983243
28	4.979091
29	4.988812
30	4.994475
31	5.013034
32	5.028602
33	5.045387
34	5.057068
35	5.068959
36	5.08708
37	5.09709
38	5.111353
39	5.118619
40	5.127009
41	5.133271
42	5.130154
43	5.1403
44	5.162446
45	5.1853
46	5.204144
47	5.21945
48	5.215983
49	5.235151
50	5.253155
51	5.264244
52	5.275916
53	5.287735
54	5.295337
55	5.297111
56	5.306378
57	5.316504
58	5.51351
59	5.85389
60	6.287713
61	6.49425
62	6.463306
63	6.402732
64	6.399364
65	6.397308
66	6.35531
67	6.546457
68	6.691887
69	6.737147
70	6.74601
71	6.737771
72	6.830051
73	6.973324
74	6.917145
75	6.843538
76	6.847405
77	7.12467
78	8.150725
79	9.746138
80	11.818049
81	13.693792
82	15.605276
83	17.603636
84	20.148575
85	23.337488
86	27.111494
87	30.932684
88	34.304646
89	36.869324
90	38.335178
91	38.450272
92	36.601582
93	33.525181
94	30.222639
95	26.644987
96	22.513132
97	17.630676
98	12.233629
99	6.678259
100	1.253145
101	-3.164204
102	-7.499503
103	-10.488248
104	-12.662463
105	-14.461722
106	-15.674657
107	-16.218122
108	-16.948458
109	-17.55764
110	-17.870308
111	-17.207115
112	-14.349188
113	-9.435711
114	-3.018711
115	3.659352
116	9.720548
117	15.170382
118	19.824047
119	23.394491
120	25.166311
121	25.176729
122	23.479698
123	19.951136
124	14.497736
125	8.389029
126	1.214816
127	-5.982445
128	-12.359575
129	-17.357121
130	-21.105621
131	-23.11722
132	-22.298244
133	-18.363388
134	-12.273804
135	-4.825527
136	3.081817
137	10.176185
138	15.094535
139	16.942461
140	15.861351
141	11.471116
142	4.68549
143	-3.348734
144	-10.688197
145	-16.8839
146	-21.88254
147	-24.505703
148	-24.422327
149	-20.99115
150	-15.696798
151	-9.003109
152	-2.338636
153	1.289295
154	1.318822
155	-1.893027
156	-7.4781
157	-13.904977
158	-19.870697
159	-24.368036
160	-28.197142
161	-30.726023
162	-32.432613
163	-33.336182
164	-33.793076
165	-34.004108
166	-34.415417
167	-35.365002
168	-36.54034
169	-37.726204
170	-38.53223
171	-38.829666
172	-38.768841
173	-38.224354
174	-36.382057
175	-32.757267
176	-27.329586
177	-20.949972
178	-14.684484
179	-7.769911
180	-0.729025
181	6.627472
182	13.571467
183	21.128088
184	27.705412
185	31.899044
186	34.594639
187	35.92107
188	36.103867
189	34.811298
190	31.383705
191	25.946209
192	18.86227
193	10.560913
194	1.349592
195	-7.710627
196	-15.610765
197	-21.711624
198	-25.469419
199	-25.48922
200	-21.410912
201	-12.794231
202	-2.669394
203	6.184585
204	13.276137
205	17.986032
206	19.675562
207	17.755491
208	12.539933
209	4.612675
210	-4.329821
211	-12.851548
212	-19.015114
213	-22.555357
214	-21.808115
215	-15.530426
216	-7.412613
217	0.595872
218	5.866606
219	7.782468
220	5.57807
221	-0.659196
222	-9.233156
223	-16.241795
224	-21.078056
225	-23.203484
226	-21.265728
227	-15.28266
228	-8.325985
229	-2.487912
230	1.182243
231	2.103246
232	-1.128407
233	-10.139546
234	-18.888315
235	-24.909693
236	-27.713467
237	-24.998543
238	-15.255218
239	-10.742723
240	-6.617648
241	-5.077964
242	-6.221502
243	-9.771382
244	-14.838841
245	-19.557156
246	-23.29813
247	-23.771275
248	-20.764198
249	-16.045433
250	-10.378373
251	-4.781674
252	-0.395638
253	2.731561
254	5.136041
255	6.434481
256	6.539018
257	5.729565
258	3.420181
259	-0.90859
260	-7.610967
261	-14.436486
262	-19.615194
263	-21.591867
264	-19.860481
265	-14.232614
266	-6.554804
267	1.792973
268	8.456853
269	12.534092
270	14.820186
271	15.562431
272	14.733403
273	12.987096
274	10.652056
275	7.799315
276	4.378736
277	1.763892
278	-0.413025
279	0.15355
280	1.369035
281	2.633191
282	3.380212
283	4.33808
284	5.441375
285	6.779339
286	7.999471
287	8.706887
288	8.83894
289	9.10489
290	9.396851
291	9.710245
292	10.032626
293	10.225524
294	10.143661
295	9.921693
296	9.460287
297	8.946862
298	8.508749
299	8.292728
300	8.162209
301	8.152309
302	8.105099
303	8.085423
304	8.03625
305	8.037766
306	8.025187
307	8.020862
308	8.010059
309	8.000038
310	7.9656
311	7.968501
312	7.955388
313	7.946229
314	7.943507
315	7.938566
316	7.932769
317	7.94081
318	7.931294
319	7.931757
320	7.929331
321	7.914902
322	7.905347
323	7.907311
324	7.907901
325	7.897588
326	7.91492
327	7.919163
328	7.923346
329	7.920358
330	7.927549
331	7.932984
332	7.941388
333	7.943233
334	7.947112
335	7.953496
336	7.955749
337	7.959533
338	7.951634
339	7.947387
340	7.938648
341	7.929742
342	7.915625
343	7.896492
344	7.866399
345	7.851573
346	7.851415
347	7.844825
348	7.8386
349	7.836918
